,name,university,ชื่อหลักสูตร,ชื่อหลักสูตรภาษาอังกฤษ,ประเภทหลักสูตร,วิทยาเขต,ค่าใช้จ่าย,อัตราการสำเร็จการศึกษา,,รอบ 1 Portfolio,รอบ 2 Quota,รอบ 3 Admission,รอบ 4 Direct Admission,สาขาวิชา,อัตราการได้งานทำ,ค่ามัธยฐานเงินเดือน
613,วศ.บ.วิศวกรรมเคมี (ภาษาไทย ปกติ),มหาวิทยาลัยรังสิต,วศ.บ.วิศวกรรมเคมี,B.ENG. Chemical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนตลอดหลักสูตร 384,800",80%,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,100%,26000
614,วศ.บ.วิศวกรรมเครื่องกล (ภาษาไทย ปกติ),มหาวิทยาลัยรังสิต,วศ.บ.วิศวกรรมเครื่องกล,B.Eng. Mechanical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนตลอดหลักสูตร 394,000",71%,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,65%,20000
615,วศ.บ.วิศวกรรมไฟฟ้า (ภาษาไทย ปกติ),มหาวิทยาลัยรังสิต,วศ.บ.วิศวกรรมไฟฟ้า,B.Eng. Electrical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนตลอดหลักสูตร 397,200",78%,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,75%,20000
616,วศ.บ.วิศวกรรมโยธา (ภาษาไทย ปกติ),มหาวิทยาลัยรังสิต,วศ.บ.วิศวกรรมโยธา,B.Eng. Civil Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนตลอดหลักสูตร 414,800",74%,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,65%,20000
617,วศ.บ.วิศวกรรมอุตสาหการ (ภาษาไทย ปกติ),มหาวิทยาลัยรังสิต,วศ.บ.วิศวกรรมอุตสาหการ,B.Eng. Industrial Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนตลอดหลักสูตร 386,300",70%,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,100%,18000
618,วศ.บ.วิศวกรรมชีวการแพทย์ (ภาษาไทย ปกติ),มหาวิทยาลัยรังสิต,วศ.บ.วิศวกรรมชีวการแพทย์,B.Eng. Biomedical Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนตลอดหลักสูตร 497,800",91%,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,100%,20000
619,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการหุ่นยนต์สุขภาพ) (Joint Degree - นานาชาติ),มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,หลักสูตรวิทยาศาสตรบัณฑิต (วิทยาการหุ่นยนต์สุขภาพ),Health Robotices,Joint Degree - นานาชาติ,วิทยาเขตหลัก,"980,000 บาท ตลอดหลักสูตร",,,ไม่เปิดรับสมัครในรอบนี้,ไม่เปิดรับสมัครในรอบนี้,รับ 20 คน,ไม่เปิดรับสมัครในรอบนี้,,,
620,วิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและวิทยาการข้อมูล (ภาษาไทย ปกติ),มหาวิทยาลัยธุรกิจบัณฑิตย์,วิทยาศาสตรบัณฑิต สาขาวิชาเทคโนโลยีสารสนเทศและวิทยาการข้อมูล,Bachelor of Science Program in Information Technology and Data,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนต่อเทอม 41,250 บาท หรือ ค่าเล่าเรียนตลอดหลักสูตร 340,000 บาท",อัตราการจบการศึกษา ร้อยละ 92 ของนักศึกษาปีการศึกษา 2564,,รับ 40 คน,รับ 40 คน,รับ 40 คน,ไม่เปิดรับสมัครในรอบนี้,,,
621,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์ (ภาษาไทย ปกติ),มหาวิทยาลัยธุรกิจบัณฑิตย์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมคอมพิวเตอร์,Bachelor of Engineering Program in Computer Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนต่อเทอม 43,500 บาท หรือ ค่าเล่าเรียนตลอดหลักสูตร 358,000 บาท",อัตราการจบการศึกษา ร้อยละ 61 ของนักศึกษาปีการศึกษา 2564,,รับ 30 คน,รับ 30 คน,รับ 30 คน,ไม่เปิดรับสมัครในรอบนี้,,,
622,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์ (ภาษาไทย ปกติ),มหาวิทยาลัยธุรกิจบัณฑิตย์,วิศวกรรมศาสตรบัณฑิต สาขาวิชาวิศวกรรมโลจิสติกส์,Bachelor of Engineering Program in Logistics Engineering,ภาษาไทย ปกติ,วิทยาเขตหลัก,"ค่าเล่าเรียนต่อเทอม 43,000 บาท หรือ ค่าเล่าเรียนตลอดหลักสูตร 354,000 บาท",อัตราการจบการศึกษา ร้อยละ 85 ของนักศึกษาปีการศึกษา 2564,,รับ 40 คน,รับ 40 คน,รับ 40 คน,ไม่เปิดรับสมัครในรอบนี้,,,
