จังหวัด,ชื่อสถานศึกษา,LATITUDE,LONGITUDE
นนทบุรี,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตนนทบุรี,13.859275,100.481147
นนทบุรี,วิทยาลัยพยาบาลบรมราชชนนี นนทบุรี, -, -
นนทบุรี,วิทยาลัยเทคโนโลยีทางการแพทย์และสาธารณสุข กาญจนาภิเษก, -, -
นนทบุรี,วิทยาลัยการชลประทาน,13.89842,100.50547
นนทบุรี,มหาวิทยาลัยราชพฤกษ์,13.824005,100.460562
นราธิวาส,มหาวิทยาลัยนราธิวาสราชนครินทร์,6.42307,101.826193
นราธิวาส,วิทยาลัยชุมชนนราธิวาส,6.416534,101.7984
นราธิวาส,วิทยาลัยพยาบาลบรมราชชนนี นราธิวาส, -, -
น่าน,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์นครน่านเฉลิมพระเกียรติฯ, -, -
น่าน,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตน่าน,18.808396,100.788607
น่าน,วิทยาลัยชุมชนน่าน,18.757047,100.761
บึงกาฬ,มหาวิทยาลัยราชภัฏอุดรธานี ศูนย์การศึกษาบึงกาฬ,,
บุรีรัมย์,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดบุรีรัมย์,14.982718,103.11432
บุรีรัมย์,มหาวิทยาลัยเวสเทิร์น บุรีรัมย์, -, -
บุรีรัมย์,มหาวิทยาลัยราชภัฏบุรีรัมย์,14.990178,103.102277
บุรีรัมย์,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์บุรีรัมย์, -, -
บุรีรัมย์,มหาวิทยาลัยเฉลิมกาญจนา บุรีรัมย์, -, -
บุรีรัมย์,วิทยาลัยชุมชนบุรีรัมย์,15.06469,103.15694
ปทุมธานี,มหาวิทยาลัยธรรมศาสตร์ ศูนยรังสิต,14.074175,100.602247
ปทุมธานี,มหาวิทยาลัยกรุงเทพ,14.04009,100.61681
ปทุมธานี,มหาวิทยาลัยกรุงเทพ วิทยาเขตรังสิต, -, -
ปทุมธานี,มหาวิทยาลัยรังสิต,13.965318,100.58722
ปทุมธานี,มหาวิทยาลัยชินวัตร,14.101489,100.43209
ปทุมธานี,มหาวิทยาลัยเวสเทิร์น วัชรพล, -, -
ปทุมธานี,มหาวิทยาลัยอีสเทิร์นเอเชีย,13.9999539,100.7192352
ปทุมธานี,มหาวิทยาลัยปทุมธานี,14.016101,100.55219
ปทุมธานี,มหาวิทยาลัยรัตนบัณฑิต วิทยาเขตปทุมธานี, -, -
ปทุมธานี,มหาวิทยาลัยราชภัฏวไลยอลงกรณ์ ในพระบรมราชูปถัมภ์,14.133341,100.61589
ปทุมธานี,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี,14.036525,100.72762
ปทุมธานี,มหาวิทยาลัยเทคโนโลยีราชมงคลธัญบุรี วิทยาเขตปทุมธานี, -, -
ปทุมธานี,สถาบันวิทยาการจัดการแห่งแปซิฟิค วิทยาเขตนิมิตใหม่,13.976008,100.759226
ประจวบคีรีขันธ์,มหาวิทยาลัยสวนดุสิต ศูนย์การศึกษา หัวหิน,12.627138,99.950222
ประจวบคีรีขันธ์,มหาวิทยาลัยเทคโนโลยีราชมงคลรัตนโกสินทร์ วิทยาเขตวังไกลกังวล,12.4796508,99.9653029
ปราจีนบุรี,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดปราจีนบุรี,14.111623,101.33267
ปราจีนบุรี,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ วิทยาเขตปราจีนบุรี,14.159232,101.20567
ปราจีนบุรี,วิทยาลัยการแพทย์แผนไทยอภัยภูเบศร, -, -
ปราจีนบุรี,สถาบันเทคโนโลยีแห่งสุวรรณภูมิ,13.6101274,100.695793
ปัตตานี,มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตปัตตานี,6.878406,101.237409
ปัตตานี,มหาวิทยาลัยฟาฏอนี,6.599822,101.34375
ปัตตานี,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ปัตตานี, -, -
ปัตตานี,วิทยาลัยชุมชนปัตตานี,6.8903095,101.25109
พระนครศรีอยุธยา,มหาวิทยาลัยราชภัฏพระนครศรีอยุธยา,14.346211,100.564545
พระนครศรีอยุธยา,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตมหาวชิราลงกรณราชวิทยาลัย,14.266191,100.781202
พระนครศรีอยุธยา,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตพระนครศรีอยุธยา วาสุกรี,14.36225,100.567282
พระนครศรีอยุธยา,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตพระนครศรีอยุธยา หันตรา,14.377341,100.605083
พระนครศรีอยุธยา,สถาบันวิทยาการประกอบการแห่งอโยธยา,14.3994,100.5292
พะเยา,มหาวิทยาลัยพะเยา,19.03074,99.925523
พะเยา,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตพะเยา, -, -
พะเยา,วิทยาลัยพยาบาลบรมราชชนนี พะเยา, -, -
พะเยา,สถาบันวิทยาการจัดการแห่งแปซิฟิค,19.22184,99.86417
พังงา,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดพังงา,8.427536,98.23787
พังงา,วิทยาลัยชุมชนพังงา,8.496146,98.631396
พัทลุง,มหาวิทยาลัยทักษิณ วิทยาเขตพัทลุง,7.80864,99.94918
พิจิตร,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์พิจิตร, -, -
พิจิตร,วิทยาลัยชุมชนพิจิตร,16.073548,100.30483
พิษณุโลก,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตพิษณุโลก,16.766696,100.2631
พิษณุโลก,มหาวิทยาลัยนเรศวร,16.739784,100.1905
พิษณุโลก,มหาวิทยาลัยราชภัฏพิบูลสงคราม,16.828797,100.205779
พิษณุโลก,มหาวิทยาลัยพิษณุโลก,16.7812991,100.3057035
พิษณุโลก,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์พุทธชินราช, -, -
พิษณุโลก,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตพิษณุโลก,16.86146,100.183029
พิษณุโลก,วิทยาลัยพยาบาลบรมราชชนนี พุทธชินราช, -, -
พิษณุโลก,วิทยาลัยการสาธารณสุขสิรินธร พิษณุโลก, -, -
ภูเก็ต,มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตภูเก็ต,7.895361,98.353416
ภูเก็ต,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตภูเก็ต,7.869863,98.392133
ภูเก็ต,มหาวิทยาลัยราชภัฏภูเก็ต,7.90896,98.388977
มหาสารคาม,มหาวิทยาลัยมหาสารคาม,16.244383,103.24948
มหาสารคาม,มหาวิทยาลัยราชภัฏมหาสารคาม,16.200743,103.270903
มหาสารคาม,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์มหาสารคาม, -, -
มหาสารคาม,วิทยาลัยพยาบาลศรีมหาสารคาม, -, -
มหาสารคาม,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตมหาสารคาม,16.197283,103.264532
มุกดาหาร,มหาวิทยาลัยอุบลราชธานี วิทยาเขตมุกดาหาร, -, -
มุกดาหาร,วิทยาลัยชุมชนมุกดาหาร,16.496923,104.74304
ยโสธร,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาลัยศาสนศาสตร์ยโสธร,15.891079,104.177431
ยโสธร,วิทยาลัยชุมชนยโสธร,15.852127,104.09685
ยะลา,มหาวิทยาลัยสุโขทัยธรรมาธิราช (ศูนย์วิทยบริการและชุมชนสัมพันธ์ มสธ. ยะลา), -, -
ยะลา,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตยะลา,6.546278,101.27914
ยะลา,สถาบันรัชต์ภาคย์ วิทยาเขตยะลา,60.509563,101.276671
ยะลา,มหาวิทยาลัยราชภัฏยะลา,6.548432,101.289419
ยะลา,วิทยาลัยชุมชนยะลา,6.561026,101.28367
ยะลา,วิทยาลัยพยาบาลบรมราชชนนี ยะลา, -, -
ยะลา,วิทยาลัยการสาธารณสุขสิรินธร ยะลา, -, -
ยะลา,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตยะลา,6.55290052,101.291842
ร้อยเอ็ด,มหาวิทยาลัยราชภัฏร้อยเอ็ด,16.14063,103.878267
ร้อยเอ็ด,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ร้อยเอ็ด, -, -
ร้อยเอ็ด,มหาวิทยาลัยมหามกุฏราชวิทยาลัย วิทยาเขตร้อยเอ็ด,16.043382,103.625849
ระนอง,มหาวิทยาลัยราชภัฏสวนสุนันทา ศูนย์การศึกษาจังหวัดระนอง, -, -
ระนอง,วิทยาลัยชุมชนระนอง,9.956071,98.63703
ระยอง,สถาบันบัณฑิตพัฒนบริหารศาสตร์ จังหวัดระยอง ,12.678594,101.132849
ระยอง,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าพระนครเหนือ วิทยาเขตระยอง,12.823758,101.12553
ระยอง,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ระยอง, -, -
ระยอง,มหาวิทยาลัยเฉลิมกาญจนา วิทยาเขตระยอง, -, -
ระยอง,สถาบันวิทยสิริเมธี,13.002137,101.443549
ราชบุรี,มหาวิทยาลัยเทคโนโลยีพระจอมเกล้าธนบุรี วิทยาเขตราชบุรี,13.652383,100.493872
ราชบุรี,มหาวิทยาลัยราชภัฏหมู่บ้านจอมบึง,13.620356,99.58753
ราชบุรี,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ราชบุรี, -, -
ราชบุรี,วิทยาลัยพยาบาลบรมราชชนนี จักรีรัช, -, -
ราชบุรี,วิทยาลัยพยาบาลบรมราชชนนี ราชบุรี, -, -
ราชบุรี,วิทยาลัยเทคโนโลยีสยาม วิทยาเขตราชบุรี,13.6701203,99.7319501
ลพบุรี,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดลพบุรี,14.782523,100.64785
ลพบุรี,มหาวิทยาลัยราชภัฏเทพสตรี,14.799921,100.62209
ลำปาง,มหาวิทยาลัยธรรมศาสตร์ ศูนย์ลำปาง,18.317486,99.399214
ลำปาง,มหาวิทยาลัยสุโขทัยธรรมาธิราช (ศูนย์วิทยบริการและชุมชนสัมพันธ์ มสธ. ลำปาง), -, -
ลำปาง,มหาวิทยาลัยเนชั่น,18.258197,99.537922
ลำปาง,มหาวิทยาลัยราชภัฏลำปาง,18.235108,99.4875
ลำปาง,มหาวิทยาลัยสวนดุสิต ศูนย์การศึกษา ลำปาง,18.283825,99.474885
ลำปาง,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์นครลำปาง, -, -
ลำปาง,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา วิทยาเขตลำปาง,18.368412,99.595696
ลำปาง,มหาวิทยาลัยเทคโนโลยีราชมงคลล้านนา สถาบันวิจัยและฝึกอบรมการเกษตรลำปาง, -, -
ลำปาง,วิทยาลัยอินเตอร์เทคลำปาง,18.261792,99.462188
ลำปาง,วิทยาลัยพยาบาลบรมราชชนนี นครลำปาง, -, -
ลำปาง,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตลำปาง,18.303208,99.475334
ลำพูน,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตลำพูน, -, -
ลำพูน,มหาวิทยาลัยธนบุรี วิทยาเขตภาคเหนือ จังหวัดลำพูน,18.632263,99.05823
ลำพูน,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ลำพูน, -, -
ศรีสะเกษ,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดศรีสะเกษ,15.113675,104.26871
ศรีสะเกษ,มหาวิทยาลัยราชภัฏศรีสะเกษ,15.11554,104.36068
ศรีสะเกษ,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์ศรีสะเกษ, -, -
ศรีสะเกษ,มหาวิทยาลัยเฉลิมกาญจนา ศรีสะเกษ,15.114698,104.334669
ศรีสะเกษ,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตศรีสะเกษ,15.099278,104.339103
สกลนคร,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตเฉลิมพระเกียรติ จังหวัดสกลนคร,17.290154,104.108582
สกลนคร,มหาวิทยาลัยราชภัฏสกลนคร,17.189867,104.090194
สกลนคร,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตสกลนคร,17.361173,103.713088
สงขลา,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดสงขลา,6.941035,100.42727
สงขลา,มหาวิทยาลัยสงขลานครินทร์ หาดใหญ่,7.009502,100.49622
สงขลา,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตหาดใหญ่, -, -
สงขลา,มหาวิทยาลัยทักษิณ,7.16332,100.61036
สงขลา,มหาวิทยาลัยทักษิณ วิทยาเขตสงขลา, -, -
สงขลา,มหาวิทยาลัยหาดใหญ่,6.981184,100.46804
สงขลา,มหาวิทยาลัยราชภัฏสงขลา,7.17136,100.61154
สงขลา,วิทยาลัยพุทธศาสนานานาชาติ,6.7827533,100.3936793
สงขลา,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย,7.2014489,100.599972
สงขลา,มหาวิทยาลัยเทคโนโลยีราชมงคลศรีวิชัย วิทยาเขตสงขลา,7.0845393,100.244751
สงขลา,วิทยาลัยชุมชนสงขลา,6.8257236,100.9664769
สงขลา,วิทยาลัยพยาบาลบรมราชชนนี สงขลา, -, -
สตูล,มหาวิทยาลัยราชภัฏสงขลา วิทยาเขตสตูล, -, -
สตูล,วิทยาลัยชุมชนสตูล,6.678694,100.07239
สมุทรปราการ,มหาวิทยาลัยหัวเฉียวเฉลิมพระเกียรติ,13.61371,100.75862
สมุทรปราการ,มหาวิทยาลัยอัสสัมชัญ วิทยาเขตสุวรรณภูมิ,13.611613,100.837916
สมุทรปราการ,โรงเรียนนายเรือ,13.6094882,100.5941597
สมุทรปราการ,ศูนย์ฝึกพาณิชย์นาวี,13.6138039,100.58567
สมุทรสงคราม,มหาวิทยาลัยราชภัฏสวนสุนันทา วิทยาเขตสมุทรสงคราม, -, -
สมุทรสงคราม,สถาบันการเรียนรู้เพื่อปวงชน,13.4991484,99.9327977
สมุทรสาคร,วิทยาลัยชุมชนสมุทรสาคร,13.467497,100.20346
สมุทรสาคร,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตสมุทรสาคร,13.543383,100.284243
สมุทรสาคร,สถาบันเทคโนโลยียานยนต์มหาชัย,13.621151,100.376187
สระแก้ว,มหาวิทยาลัยบูรพา วิทยาเขตสารสนเทศสระแก้ว,13.738886,102.315933
สระแก้ว,วิทยาลัยชุมชนสระแก้ว,13.797273,102.13329
สระบุรี,มหาวิทยาลัยนานาชาติเอเชีย-แปซิฟิก,14.674417,101.17686
สระบุรี,วิทยาลัยพยาบาลบรมราชชนนี พระพุทธบาท, -, -
สระบุรี,วิทยาลัยพยาบาลบรมราชชนนี สระบุรี, -, -
สุโขทัย,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดสุโขทัย,17.038214,99.64966
สุโขทัย,มหาวิทยาลัยสุโขทัยธรรมาธิราช (ศูนย์วิทยบริการและชุมชนสัมพันธ์ มสธ. สุโขทัย), -, -
สุโขทัย,วิทยาลัยชุมชนสุโขทัย,17.292821,99.78876
สุโขทัย,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตสุโขทัย,16.975642,99.78936
สุพรรณบุรี,มหาวิทยาลัยเกษตรศาสตร์ วิทยาเขตสุพรรณบุรี,14.425913,100.16333
สุพรรณบุรี,มหาวิทยาลัยสวนดุสิต วิทยาเขตสุพรรณบุรี,14.462111,100.208417
สุพรรณบุรี,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์สุพรรณบุรีศรีสุวรรณภูมิ, -, -
สุพรรณบุรี,มหาวิทยาลัยเทคโนโลยีราชมงคลสุวรรณภูมิ วิทยาเขตสุพรรณบุรี,14.720174,100.110086
สุพรรณบุรี,วิทยาลัยพยาบาลบรมราชชนนี สุพรรณบุรี, -, -
สุพรรณบุรี,วิทยาลัยการสาธารณสุขสิรินธร สุพรรณบุรี, -, -
สุพรรณบุรี,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตสุพรรณบุรี,14.475155,100.09023
สุราษฎร์ธานี,มหาวิทยาลัยสงขลานครินทร์ วิทยาเขตสุราษฎร์ธานี,9.090822,99.354594
สุราษฎร์ธานี,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตสุราษฎร์ธานี,9.126302,99.317526
สุราษฎร์ธานี,มหาวิทยาลัยตาปี,9.126889,99.318132
สุราษฎร์ธานี,มหาวิทยาลัยราชภัฏสุราษฏร์ธานี,9.0849275,99.3593296
สุราษฎร์ธานี,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์สุราษฎร์ธานี,9.126673,99.316706
สุราษฎร์ธานี,วิทยาลัยพยาบาลบรมราชชนนี สุราษฎร์ธานี, -, -
สุรินทร์,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดสุรินทร์,14.914322,103.4566
สุรินทร์,มหาวิทยาลัยราชภัฏสุรินทร์,14.859419,103.487176
สุรินทร์,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตสุรินทร์, -, -
สุรินทร์,มหาวิทยาลัยเทคโนโลยีราชมงคลอีสาน วิทยาเขตสุรินทร์,14.858487,103.478106
สุรินทร์,มหาวิทยาลัยเฉลิมกาญจนา สุรินทร์, -, -
สุรินทร์,วิทยาลัยพยาบาลบรมราชชนนี สุรินทร์, -, -
หนองคาย,มหาวิทยาลัยขอนแก่น วิทยาเขตหนองคาย,17.806542,102.744055
หนองคาย,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตหนองคาย, -, -
หนองบัวลำภู,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดหนองบัวลำภู,17.271009,102.32703
หนองบัวลำภู,วิทยาลัยชุมชนหนองบัวลำภู,17.135744,102.42653
หนองบัวลำภู,วิทยาลัยพิชญบัณฑิต,17.1951917,102.430831
อ่างทอง,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตอ่างทอง,14.717844,100.441822
อำนาจเจริญ,มหาวิทยาลัยมหิดล วิทยาเขตอำนาจเจริญ,15.8976961,104.621465
อำนาจเจริญ,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดอำนาจเจริญ,15.789125,104.63736
อุดรธานี,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดอุดรธานี,17.014805,102.9
อุดรธานี,มหาวิทยาลัยสุโขทัยธรรมาธิราช (ศูนย์วิทยบริการและชุมชนสัมพันธ์ มสธ. อุดรธานี), -, -
อุดรธานี,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตอุดรธานี,17.406356,102.794531
อุดรธานี,มหาวิทยาลัยราชธานี วิทยาเขตอุดรธานี,17.369698,102.824423
อุดรธานี,วิทยาลัยสันตพล,17.388034,102.82758
อุดรธานี,มหาวิทยาลัยราชภัฏสวนสุนันทา ศูนย์การศึกษาจังหวัดอุดรธานี, -, -
อุดรธานี,มหาวิทยาลัยราชภัฏอุดรธานี,17.397531,102.794519
อุดรธานี,วิทยาลัยพยาบาลบรมราชชนนี อุดรธานี, -, -
อุดรธานี,มหาวิทยาลัยการกีฬาแห่งชาติ วิทยาเขตอุดรธานี,17.406223,102.766307
อุตรดิตถ์,มหาวิทยาลัยราชภัฏอุตรดิตถ์,17.63355,100.093463
อุตรดิตถ์,วิทยาลัยพยาบาลบรมราชชนนี อุตรดิตถ์, -, -
อุทัยธานี,มหาวิทยาลัยรามคำแหง สาขาวิทยบริการเฉลิมพระเกียรติจังหวัดอุทัยธานี,15.409684,100.04845
อุทัยธานี,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาลัยสงฆ์อุทัยธานี, -, -
อุทัยธานี,วิทยาลัยชุมชนอุทัยธานี,15.102752,99.530627
อุบลราชธานี,มหาวิทยาลัยสุโขทัยธรรมาธิราช (ศูนย์วิทยบริการและชุมชนสัมพันธ์ มสธ. อุบลราชธานี), -, -
อุบลราชธานี,สถาบันบัณฑิตพัฒนบริหารศาสตร์ วิทยาเขตอุบลราชธานี, -, -
อุบลราชธานี,มหาวิทยาลัยอุบลราชธานี,15.117302,104.90284
อุบลราชธานี,มหาวิทยาลัยราชธานี,15.2364,104.81669
อุบลราชธานี,มหาวิทยาลัยการจัดการและเทคโนโลยีอีสเทิร์น,15.865923,104.635463
อุบลราชธานี,มหาวิทยาลัยราชภัฏอุบลราชธานี,15.2467,104.847571
อุบลราชธานี,มหาวิทยาลัยมหาจุฬาลงกรณราชวิทยาลัย วิทยาเขตอุบลราชธานี, -, -
อุบลราชธานี,วิทยาลัยพยาบาลบรมราชชนนี สรรพสิทธิประสงค์ อุบลราชธานี, -, -
อุบลราชธานี,วิทยาลัยพยาบาลสรรพสิทธิประสงค์ อุบลราชธานี, -, -
อุบลราชธานี,วิทยาลัยการสาธารณสุขสิรินธร อุบลราชธานี, -, -
